property_type,room_type,bed_type,minimum_nights,maximum_nights,cancellation_policy,accommodates,bedrooms,beds,number_of_reviews,bathrooms,amenities,price,security_deposit,cleaning_fee,extra_people,guests_included,weekly_price,monthly_price,reviews_per_month,coordinate1,coordinate2,coutry_code,coutry,availability_30,availability_60,availability_90,availability_365,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,review_scores_rating
House,Entire home/apt,Real Bed,1,26,strict_14_with_grace_period,10,3,6,8,3,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Free street parking', 'Indoor fireplace', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Bathtub', 'Baby bath', 'High chair', 'Stair gates', 'Fireplace guards', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Well-lit path to entrance', 'Waterfront']",413.0,299.0,375.0,45,45,600.0,3000.0,0,-157.71678,21.28967,US,United States,5,13,21,247,9.0,9.0,9.0,10.0,9.0,9.0,94.0
Apartment,Entire home/apt,Real Bed,1,100,strict_14_with_grace_period,8,4,1,0,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'High chair', 'Hot water', 'Long term stays allowed']",1186.0,0.0,0.0,0,0,600.0,3000.0,0,28.96535,41.0046,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,14,28,flexible,2,1,1,1,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Suitable for events', 'Washer', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Private entrance']",801.0,0.0,0.0,0,0,600.0,3000.0,0,114.18437,22.26815,HK,Hong Kong,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,moderate,2,1,1,10,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Elevator', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Ethernet connection', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Step-free access', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Step-free access', 'Wide doorway', 'Step-free access', 'Lake access', 'Handheld shower head', 'Paid parking on premises']",408.0,800.0,57.0,0,0,600.0,3000.0,0,114.07253,22.51736,CN,China,22,44,64,132,10.0,10.0,10.0,10.0,10.0,10.0,98.0
Apartment,Private room,Real Bed,1,100,strict_14_with_grace_period,16,7,1,0,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Heating', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'High chair', 'Hot water', 'Long term stays allowed']",4761.0,0.0,0.0,0,0,600.0,3000.0,0,28.96486,41.00548,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Serviced apartment,Private room,Real Bed,1,1125,moderate,4,1,2,8,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Heating', 'Washer', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Refrigerator']",95.0,0.0,0.0,29,29,600.0,3000.0,0,28.94008,41.01096,TR,Turkey,30,60,90,90,10.0,9.0,10.0,10.0,10.0,10.0,98.0
Apartment,Private room,Real Bed,1,1125,flexible,1,1,1,1,1,"['TV', 'Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Free street parking', 'Heating', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Pocket wifi', 'Luggage dropoff allowed', 'Long term stays allowed']",63.0,0.0,50.0,35,35,600.0,3000.0,0,29.13031,41.01428,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,2,14,moderate,1,1,1,5,0,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Essentials', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Pocket wifi', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Cleaning before checkout']",79.0,0.0,35.0,80,80,600.0,3000.0,0,28.93133,41.01403,TR,Turkey,28,58,88,88,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Guest suite,Entire home/apt,Real Bed,2,7,strict_14_with_grace_period,2,0,1,17,1,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Smoke detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Private entrance', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'BBQ grill', 'Patio or balcony']",135.0,300.0,130.0,0,0,600.0,3000.0,0,-159.47728,22.2209,US,United States,4,9,20,260,10.0,10.0,10.0,10.0,9.0,9.0,94.0
Apartment,Entire home/apt,Real Bed,90,120,flexible,3,3,3,0,2,"['TV', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Elevator', 'Indoor fireplace', 'Heating', 'Suitable for events', 'Washer', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron']",52.0,0.0,0.0,0,0,600.0,3000.0,0,-8.64195,41.22316,PT,Portugal,30,60,90,90,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Townhouse,Private room,Real Bed,1,15,flexible,8,2,4,3,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Breakfast', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Laptop friendly workspace', 'Host greets you', 'Beachfront']",142.0,0.0,60.0,70,70,600.0,3000.0,0,28.90705,40.98811,TR,Turkey,27,57,87,362,10.0,10.0,10.0,10.0,9.0,10.0,100.0
House,Entire home/apt,Real Bed,2,1125,flexible,2,0,1,31,1,"['Wifi', 'Free parking on premises', 'Free street parking', 'Smoke detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Outlet covers', 'Pack ’n Play/travel crib', 'Hot water', 'Bed linens', 'Coffee maker', 'Single level home', 'Garden or backyard', 'Long term stays allowed']",30.0,0.0,5.0,0,0,600.0,3000.0,0,-154.91935,19.49322,US,United States,12,24,42,100,10.0,10.0,10.0,10.0,9.0,10.0,96.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,4,2,3,11,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Elevator', 'Heating', 'Essentials', 'Hangers', 'Hair dryer', 'Beachfront']",99.0,0.0,30.0,0,0,600.0,3000.0,0,2.19629,41.40417,ES,Spain,6,12,28,152,9.0,9.0,9.0,10.0,9.0,9.0,91.0
Apartment,Entire home/apt,Real Bed,2,150,strict_14_with_grace_period,7,2,3,0,2,"['TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'High chair', 'Crib', 'Room-darkening shades', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed', 'Host greets you']",59.0,0.0,59.0,9,9,600.0,3000.0,0,-8.61081,41.15328,PT,Portugal,0,17,47,245,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Condominium,Entire home/apt,Real Bed,6,1125,moderate,6,2,3,2,2,"['TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Free street parking', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Pack ’n Play/travel crib', 'Hot water', 'Long term stays allowed', 'Host greets you', 'Beachfront']",245.0,0.0,180.0,25,25,600.0,3000.0,0,-158.13664,21.58328,US,United States,1,18,36,162,10.0,10.0,10.0,10.0,10.0,10.0,90.0
Apartment,Entire home/apt,Real Bed,2,1125,strict_14_with_grace_period,2,0,1,8,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Private entrance']",20.0,500.0,65.0,0,0,600.0,3000.0,0,-73.5529,45.55189,CA,Canada,12,42,72,347,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,60,moderate,4,1,1,20,1,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets live on this property', 'Dog(s)', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Self check-in', 'Lockbox', 'Private living room', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony']",110.0,0.0,105.0,100,100,600.0,3000.0,0,-157.80577,21.41409,US,United States,6,16,26,95,10.0,10.0,10.0,10.0,10.0,10.0,99.0
Apartment,Entire home/apt,Real Bed,4,40,strict_14_with_grace_period,3,0,1,89,1,"['Wifi', 'Air conditioning', 'Kitchen', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials']",120.0,200.0,80.0,0,0,600.0,3000.0,0,-73.92606,40.80554,US,United States,0,0,0,0,9.0,9.0,9.0,9.0,8.0,9.0,91.0
Apartment,Entire home/apt,Real Bed,2,60,flexible,4,2,2,4,1,"['Wifi', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Heating', 'Suitable for events', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room']",179.0,0.0,0.0,0,0,600.0,3000.0,0,28.97409,41.03599,TR,Turkey,13,39,65,108,10.0,8.0,10.0,10.0,10.0,10.0,100.0
Serviced apartment,Private room,Real Bed,1,30,moderate,1,1,1,8,1,"['Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Patio or balcony', 'Luggage dropoff allowed', 'Host greets you']",69.0,0.0,0.0,42,42,600.0,3000.0,0,28.97745,41.03451,TR,Turkey,29,59,89,364,9.0,9.0,10.0,10.0,9.0,9.0,85.0
Condominium,Entire home/apt,Real Bed,32,130,flexible,4,2,2,1,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private entrance', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Cooking basics', 'Oven', 'Stove', 'Long term stays allowed']",81.0,599.0,69.0,11,11,600.0,3000.0,0,-73.64386,45.47576,CA,Canada,29,59,89,364,10.0,10.0,10.0,10.0,8.0,10.0,100.0
Condominium,Entire home/apt,Real Bed,2,1125,flexible,4,1,2,6,1,"['TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Gym', 'Elevator', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox', 'Private living room', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Step-free access']",918.0,1000.0,220.0,100,100,600.0,3000.0,0,114.16878,22.3168,HK,Hong Kong,0,0,0,0,10.0,10.0,10.0,9.0,10.0,9.0,97.0
Apartment,Private room,Real Bed,1,1125,flexible,2,1,1,3,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Heating', 'Smoke detector', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer']",248.0,0.0,0.0,0,0,600.0,3000.0,0,28.96418,41.00427,TR,Turkey,30,60,90,365,8.0,6.0,9.0,10.0,9.0,9.0,73.0
House,Entire home/apt,Real Bed,7,1125,moderate,9,4,5,5,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",571.0,1000.0,300.0,30,30,4500.0,19500.0,0,151.13685,-34.05144,AU,Australia,24,47,77,335,10.0,10.0,10.0,10.0,10.0,10.0,96.0
Aparthotel,Private room,Real Bed,1,1125,strict_14_with_grace_period,3,1,1,0,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",290.0,0.0,0.0,0,0,600.0,3000.0,0,28.97564,41.00206,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Serviced apartment,Entire home/apt,Real Bed,32,364,moderate,5,3,4,0,2,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Patio or balcony', 'Garden or backyard', 'Long term stays allowed', 'Cleaning before checkout', 'Host greets you', 'Paid parking on premises']",69.0,2000.0,60.0,0,0,600.0,3000.0,0,2.15338,41.37955,ES,Spain,6,36,66,341,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Serviced apartment,Entire home/apt,Real Bed,1,1124,strict_14_with_grace_period,3,2,3,1,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Luggage dropoff allowed', 'Long term stays allowed']",232.0,0.0,90.0,50,50,600.0,3000.0,0,28.98994,41.03291,TR,Turkey,30,60,90,365,10.0,8.0,10.0,10.0,8.0,8.0,100.0
Apartment,Entire home/apt,Real Bed,4,1125,flexible,6,2,4,1,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Doorman', 'Gym', 'Breakfast', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private living room', 'High chair', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Paid parking on premises']",250.0,0.0,50.0,30,30,600.0,3000.0,0,-73.56902,45.49559,CA,Canada,0,0,0,0,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,1125,flexible,1,2,1,0,1,"['Wifi', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Hot water']",148.0,0.0,0.0,0,0,600.0,3000.0,0,28.99908,41.04811,TR,Turkey,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Entire home/apt,Real Bed,1,1125,strict_14_with_grace_period,2,1,1,4,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox']",109.0,200.0,90.0,0,0,600.0,3000.0,0,151.08224,-33.76994,AU,Australia,10,10,17,18,10.0,9.0,9.0,9.0,10.0,9.0,90.0
Hostel,Shared room,Real Bed,1,90,flexible,1,1,1,21,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Washer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Ethernet connection', 'Refrigerator', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",141.0,0.0,50.0,40,40,600.0,3000.0,0,114.16743,22.3249,HK,Hong Kong,17,47,76,351,10.0,9.0,10.0,10.0,10.0,10.0,93.0
Serviced apartment,Entire home/apt,Real Bed,1,1125,flexible,2,0,1,6,1,"['TV', 'Cable TV', 'Wifi', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Refrigerator', 'Dishwasher', 'Cooking basics', 'Oven']",100.0,0.0,0.0,0,0,600.0,3000.0,0,28.98036,41.04527,TR,Turkey,29,59,89,364,10.0,10.0,9.0,9.0,8.0,8.0,83.0
Apartment,Private room,Real Bed,1,31,flexible,1,1,1,0,1,"['Wifi', 'Kitchen', 'Breakfast', 'Heating', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",95.0,0.0,0.0,0,0,600.0,3000.0,0,28.99079,41.05674,TR,Turkey,30,60,90,180,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Serviced apartment,Entire home/apt,Real Bed,1,1125,flexible,4,1,4,17,1,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Free street parking', 'Heating', 'Washer', 'Essentials', 'Shampoo', 'Hangers', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Private entrance', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Coffee maker', 'Refrigerator', 'Cooking basics', 'Patio or balcony', 'Well-lit path to entrance']",100.0,0.0,57.0,28,28,600.0,3000.0,0,28.97559,41.03718,TR,Turkey,0,0,28,28,10.0,9.0,10.0,10.0,10.0,9.0,93.0
Condominium,Entire home/apt,Real Bed,1,1125,flexible,4,2,2,2,1,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Breakfast', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Hot water']",64.0,0.0,0.0,0,0,600.0,3000.0,0,-73.54906,45.60612,CA,Canada,28,58,88,363,2.0,2.0,2.0,2.0,2.0,2.0,20.0
Condominium,Entire home/apt,Real Bed,10,1125,strict_14_with_grace_period,5,3,4,0,3,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Pets allowed', 'Free street parking', 'Family/kid friendly', 'Washer', 'First aid kit', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",798.0,1000.0,50.0,0,0,6000.0,25000.0,0,-43.24124566410823,-22.920462054999827,BR,Brazil,30,60,90,365,10.0,10.0,10.0,10.0,10.0,10.0,100.0
Apartment,Private room,Real Bed,1,10,strict_14_with_grace_period,2,1,1,12,1,"['TV', 'Wifi', 'Kitchen', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Host greets you']",35.0,0.0,40.0,0,0,600.0,3000.0,0,2.16855,41.38049,ES,Spain,3,16,33,274,9.0,9.0,10.0,10.0,10.0,9.0,95.0
Condominium,Entire home/apt,Real Bed,3,120,strict_14_with_grace_period,6,2,2,1,2,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Hot tub', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Hot water', 'Body soap', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed']",244.0,300.0,270.0,20,20,600.0,3000.0,0,-156.69135,20.92583,US,United States,10,19,31,274,8.0,6.0,10.0,10.0,10.0,8.0,80.0
Condominium,Entire home/apt,Real Bed,4,365,super_strict_60,6,2,3,0,2,"['TV', 'Cable TV', 'Wifi', 'Pool', 'Kitchen', 'Free parking on premises', 'Washer', 'Dryer', 'Essentials', 'Bathtub', 'Bed linens', 'Microwave', 'Coffee maker', 'Dishwasher', 'Oven']",331.0,0.0,366.0,0,0,600.0,3000.0,0,-156.50511,20.79615,US,United States,0,0,0,1,10.0,10.0,10.0,10.0,10.0,10.0,100.0
